"Tid","Typ","Text"
"2026-02-15 19:41:32.085","Information","Sequence 21 start"
"2026-02-15 19:41:32.085","Information","Sequence 21 queued"
"2026-02-15 19:20:17.601","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-15 19:13:06.961","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 19:13:06.892","Information","Sequence 21 queued"
"2026-02-15 19:13:06.892","Information","Sequence 21 start"
"2026-02-15 19:06:02.904","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 18:44:46.318","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-15 18:38:23.770","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 18:38:23.770","Information","Sequence 22 start"
"2026-02-15 18:38:23.700","Information","Sequence 22 queued"
"2026-02-15 17:51:35.101","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 17:02:57.932","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 16:50:12.764","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 16:07:42.675","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 15:57:28.077","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 15:56:41.248","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-15 15:55:29.288","Information","Sequence 21 start"
"2026-02-15 15:55:28.098","Information","Sequence 12 emptied 29 valves in 20 minutes"
"2026-02-15 15:38:38.142","Information","Sequence 21 queued"
"2026-02-15 15:30:00.073","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 15:30:00.003","Information","Sequence 12 queued"
"2026-02-15 15:30:00.003","Information","Sequence 12 start"
"2026-02-15 15:12:12.648","Information","Sequence 11 emptied 33 valves in 37 minutes"
"2026-02-15 15:10:28.698","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 15:02:33.820","Generellt","Level error on DV 14:7"
"2026-02-15 14:39:08.156","Generellt","Level error on DV 29:19"
"2026-02-15 14:31:28.537","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 14:30:00.128","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 14:30:00.057","Information","Sequence 11 queued"
"2026-02-15 14:30:00.057","Information","Sequence 11 start"
"2026-02-15 14:09:18.542","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 14:00:28.226","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-15 13:53:36.137","Information","Sequence 22 start"
"2026-02-15 13:53:36.137","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 13:53:36.066","Information","Sequence 22 queued"
"2026-02-15 13:35:42.830","Information","Sequence 21 emptied 2 valves in 6 minutes"
"2026-02-15 13:27:09.242","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 13:24:26.843","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 13:24:26.773","Information","Sequence 21 queued"
"2026-02-15 13:24:26.773","Information","Sequence 21 start"
"2026-02-15 13:00:06.019","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 12:49:59.821","Information","Sequence 21 emptied 1 valves in 0 minutes"
"2026-02-15 12:49:59.751","Generellt","DV 24:11 failed to open"
"2026-02-15 12:43:57.152","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 12:43:57.082","Information","Sequence 21 start"
"2026-02-15 12:43:57.082","Information","Sequence 21 queued"
"2026-02-15 12:43:23.623","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-15 12:42:55.133","Generellt","Warning! High compressed air leakage"
"2026-02-15 12:42:51.074","Generellt","Alarm reset"
"2026-02-15 12:40:37.934","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-15 12:33:33.315","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 12:22:31.817","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-15 12:16:09.759","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 12:16:09.759","Information","Sequence 22 start"
"2026-02-15 12:16:09.689","Information","Sequence 22 queued"
"2026-02-15 12:14:29.870","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 12:04:19.331","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 11:52:55.853","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-15 11:46:15.736","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 11:45:49.065","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 11:45:48.996","Information","Sequence 21 queued"
"2026-02-15 11:45:48.996","Information","Sequence 21 start"
"2026-02-15 10:47:34.049","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-15 10:46:05.289","Information","Sequence 22 start"
"2026-02-15 10:46:04.170","Information","Sequence 52 emptied 4 valves in 3 minutes"
"2026-02-15 10:45:08.450","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 10:44:47.941","Generellt","Level error on DV 2:6"
"2026-02-15 10:42:55.311","Information","Sequence 52 start"
"2026-02-15 10:42:54.191","Information","Sequence 51 emptied 6 valves in 7 minutes"
"2026-02-15 10:38:30.712","Information","Sequence 22 queued"
"2026-02-15 10:37:59.212","Generellt","Level error on DV 10:6"
"2026-02-15 10:30:00.133","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 10:30:00.063","Information","Sequence 51 start"
"2026-02-15 10:30:00.063","Information","Sequence 51 queued"
"2026-02-15 10:30:00.063","Information","Sequence 52 queued"
"2026-02-15 10:21:33.546","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 10:08:56.568","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 09:34:45.436","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 09:23:40.229","Generellt","Warning! High compressed air leakage"
"2026-02-15 09:23:21.049","Information","Sequence 21 emptied 1 valves in 0 minutes"
"2026-02-15 09:23:20.979","Generellt","DV 24:11 failed to open"
"2026-02-15 09:22:39.750","Information","Sequence 21 start"
"2026-02-15 09:22:38.560","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-15 09:21:07.140","Information","Change to automatic operation mode"
"2026-02-15 09:21:00.839","Information","Sequence 22 was not started"
"2026-02-15 09:21:00.839","Information","Sequence 22 start"
"2026-02-15 09:21:00.839","Information","Sequence 21 was not started"
"2026-02-15 09:20:56.710","Generellt","Alarm reset"
"2026-02-15 09:13:02.391","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-15 09:11:26.002","Information","Change to manual operation mode"
"2026-02-15 09:11:26.002","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 09:11:16.832","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-15 09:07:57.473","Totalt stopp","Cut-off valve after separator 3 lost closed position"
"2026-02-15 09:07:21.913","Nödstopp","Stop button on operator panel pressed"
"2026-02-15 08:58:33.555","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 07:35:21.525","Information","Sequence 21 queued"
"2026-02-15 07:34:04.804","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 07:15:21.589","Totalt stopp","Cut-off valve after separator 1 failed to close"
"2026-02-15 07:15:21.589","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 07:15:21.589","Information","Sequence 21 emptied 0 valves in 0 minutes"
"2026-02-15 07:15:21.519","Information","Sequence 21 start"
"2026-02-15 07:15:21.519","Information","Sequence 22 queued"
"2026-02-15 07:15:21.519","Information","Sequence 21 queued"
"2026-02-15 07:15:11.859","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-15 07:14:21.528","Generellt","Warning! High compressed air leakage"
"2026-02-15 07:14:21.459","Information","Change to automatic operation mode"
"2026-02-15 07:14:07.739","Generellt","Alarm reset"
"2026-02-15 07:12:06.010","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 07:12:06.010","Information","Change to manual operation mode"
"2026-02-15 07:11:52.569","Generellt","Warning! High compressed air leakage"
"2026-02-15 07:11:48.440","Generellt","Alarm reset"
"2026-02-15 07:10:27.170","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-15 03:57:00.725","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 03:03:17.588","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 02:57:28.639","Totalt stopp","Cut-off valve after separator 1 failed to close"
"2026-02-15 02:56:10.449","Information","Sequence 41 emptied 14 valves in 21 minutes"
"2026-02-15 02:46:43.311","Generellt","Level error on DV 14:8"
"2026-02-15 02:37:52.013","Generellt","Level error on DV 29:19"
"2026-02-15 02:30:00.075","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-15 02:30:00.005","Information","Sequence 41 start"
"2026-02-15 02:30:00.005","Information","Sequence 41 queued"
"2026-02-14 22:21:46.443","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 21:57:25.339","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 21:04:04.740","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 20:30:47.369","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 20:13:49.363","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-14 20:06:23.184","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 20:06:23.114","Information","Sequence 21 start"
"2026-02-14 20:06:23.114","Information","Sequence 21 queued"
"2026-02-14 20:05:43.425","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 19:50:44.068","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 19:42:19.230","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-14 19:35:02.782","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 19:34:59.492","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 19:34:59.422","Information","Sequence 21 queued"
"2026-02-14 19:34:59.422","Information","Sequence 21 start"
"2026-02-14 18:49:44.623","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 18:15:03.739","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 17:57:46.484","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 17:09:43.755","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-14 17:02:59.227","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 17:02:59.227","Information","Sequence 22 start"
"2026-02-14 17:02:59.158","Information","Sequence 22 queued"
"2026-02-14 16:18:05.007","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-14 16:17:57.308","Information","Change to automatic operation mode"
"2026-02-14 16:17:20.768","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 16:17:20.768","Information","Change to manual operation mode"
"2026-02-14 16:16:46.468","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-14 16:02:22.462","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 15:48:01.254","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 15:44:23.275","Information","Sequence 12 emptied 13 valves in 9 minutes"
"2026-02-14 15:30:00.108","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 15:30:00.038","Information","Sequence 12 start"
"2026-02-14 15:30:00.038","Information","Sequence 12 queued"
"2026-02-14 15:08:47.794","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-14 15:02:08.306","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 15:02:08.235","Information","Sequence 22 start"
"2026-02-14 15:02:08.235","Generellt","Warning! High compressed air leakage"
"2026-02-14 15:02:07.047","Information","Sequence 11 emptied 27 valves in 24 minutes"
"2026-02-14 14:59:13.376","Information","Sequence 11 queued"
"2026-02-14 14:55:35.537","Generellt","DV 24:11 failed to open"
"2026-02-14 14:55:00.466","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 14:47:14.479","Generellt","Level error on DV 14:7"
"2026-02-14 14:37:22.561","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-14 14:37:09.891","Generellt","Alarm reset"
"2026-02-14 14:37:03.591","Information","Change to automatic operation mode"
"2026-02-14 14:31:53.213","Information","Change to manual operation mode"
"2026-02-14 14:31:50.342","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-14 14:30:44.193","Information","Sequence 22 queued"
"2026-02-14 14:30:00.093","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 14:30:00.022","Information","Sequence 11 queued"
"2026-02-14 14:30:00.022","Information","Sequence 11 start"
"2026-02-14 14:05:31.288","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 13:44:14.912","Generellt","Warning! High compressed air leakage"
"2026-02-14 13:43:56.993","Information","Sequence 21 emptied 1 valves in 4 minutes"
"2026-02-14 13:35:31.035","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-14 13:35:26.205","Generellt","Alarm reset"
"2026-02-14 13:34:21.176","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 13:34:21.106","Information","Sequence 21 queued"
"2026-02-14 13:34:21.106","Information","Sequence 21 start"
"2026-02-14 13:33:29.936","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 13:33:19.925","Generellt","Warning! High compressed air leakage"
"2026-02-14 13:33:15.796","Generellt","Alarm reset"
"2026-02-14 13:32:52.556","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-14 13:00:23.973","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 12:33:42.590","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-14 12:26:55.402","Information","Sequence 21 start"
"2026-02-14 12:26:55.402","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 12:26:55.331","Information","Sequence 21 queued"
"2026-02-14 12:26:06.681","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 12:14:02.115","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-14 12:06:55.397","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-14 12:06:55.326","Information","Sequence 21 start"
"2026-02-14 12:06:55.326","Information","Sequence 21 queued"
"2026-02-14 11:31:16.835","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 11:15:19.518","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 10:52:25.215","Information","Sequence 53 emptied 8 valves in 4 minutes"
"2026-02-14 10:49:36.164","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 10:47:59.985","Information","Sequence 53 start"
"2026-02-14 10:47:58.865","Information","Sequence 52 emptied 4 valves in 3 minutes"
"2026-02-14 10:44:17.666","Information","Sequence 52 start"
"2026-02-14 10:44:16.476","Information","Sequence 51 emptied 7 valves in 9 minutes"
"2026-02-14 10:33:10.638","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-14 10:31:00.019","Information","Sequence 53 queued"
