"Tid","Typ","Text"
"2026-02-27 14:30:00.025","Information","Sequence 11 start"
"2026-02-27 14:26:56.345","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-27 14:24:43.205","Information","Sequence 21 start"
"2026-02-27 14:24:42.085","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-27 14:18:34.726","Information","Sequence 21 queued"
"2026-02-27 14:17:55.107","Information","Sequence 31 start"
"2026-02-27 14:17:55.107","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 14:17:55.037","Information","Sequence 31 queued"
"2026-02-27 14:01:11.451","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-27 13:54:11.102","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 13:54:11.102","Information","Sequence 22 start"
"2026-02-27 13:54:11.032","Information","Sequence 22 queued"
"2026-02-27 11:54:57.901","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-27 11:47:43.831","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 11:47:43.762","Information","Sequence 21 start"
"2026-02-27 11:47:43.762","Information","Sequence 21 queued"
"2026-02-27 10:51:45.734","Information","Sequence 52 emptied 5 valves in 4 minutes"
"2026-02-27 10:46:48.236","Information","Sequence 52 start"
"2026-02-27 10:46:47.047","Information","Sequence 51 emptied 7 valves in 11 minutes"
"2026-02-27 10:30:00.100","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 10:30:00.029","Information","Sequence 51 queued"
"2026-02-27 10:30:00.029","Information","Sequence 52 queued"
"2026-02-27 10:30:00.029","Information","Sequence 51 start"
"2026-02-27 10:16:22.573","Information","Sequence 31 emptied 1 valves in 3 minutes"
"2026-02-27 10:08:17.685","Information","Sequence 22 queued"
"2026-02-27 10:07:35.966","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 10:07:35.966","Information","Sequence 31 start"
"2026-02-27 10:07:35.895","Information","Sequence 31 queued"
"2026-02-27 09:32:57.883","Information","Container 1 connected"
"2026-02-27 08:32:01.097","Information","Container 1 disconnected"
"2026-02-27 08:17:57.461","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-27 08:10:43.812","Information","Sequence 22 queued"
"2026-02-27 08:10:02.092","Information","Sequence 31 start"
"2026-02-27 08:10:02.092","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 08:10:02.023","Information","Sequence 31 queued"
"2026-02-27 07:43:50.179","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-27 07:36:32.120","Information","Sequence 21 queued"
"2026-02-27 07:35:52.500","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 07:35:52.500","Information","Sequence 31 start"
"2026-02-27 07:35:52.430","Information","Sequence 31 queued"
"2026-02-27 06:36:13.204","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-27 06:36:12.084","Generellt","Warning! High compressed air leakage"
"2026-02-27 06:36:07.954","Generellt","Alarm reset"
"2026-02-27 06:36:07.954","Generellt","Warning! High compressed air leakage"
"2026-02-27 06:36:03.894","Generellt","Alarm reset"
"2026-02-27 06:35:33.654","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-27 03:45:45.684","Information","Sequence 42 emptied 12 valves in 10 minutes"
"2026-02-27 03:30:00.128","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 03:30:00.057","Information","Sequence 42 start"
"2026-02-27 03:30:00.057","Information","Sequence 42 queued"
"2026-02-27 02:59:33.555","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-27 02:59:32.434","Information","Sequence 41 emptied 19 valves in 24 minutes"
"2026-02-27 02:56:57.805","Information","Sequence 41 queued"
"2026-02-27 02:30:00.112","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 02:30:00.041","Information","Sequence 41 queued"
"2026-02-27 02:30:00.041","Information","Sequence 41 start"
"2026-02-27 00:54:42.044","Information","Sequence 9 emptied 0 valves in 14 minutes"
"2026-02-27 00:35:00.098","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-27 00:35:00.028","Information","Sequence 9 queued"
"2026-02-27 00:35:00.028","Information","Sequence 9 start"
"2026-02-26 19:57:20.093","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-26 19:50:08.055","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 19:50:08.055","Information","Sequence 22 start"
"2026-02-26 19:50:07.985","Information","Sequence 22 queued"
"2026-02-26 17:18:16.750","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-26 17:10:48.892","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 17:10:48.822","Information","Sequence 21 queued"
"2026-02-26 17:10:48.822","Information","Sequence 21 start"
"2026-02-26 15:45:00.411","Information","Sequence 12 emptied 15 valves in 9 minutes"
"2026-02-26 15:30:00.074","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 15:30:00.004","Information","Sequence 12 start"
"2026-02-26 15:30:00.004","Information","Sequence 12 queued"
"2026-02-26 14:54:47.691","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-26 14:54:46.571","Information","Sequence 11 emptied 23 valves in 23 minutes"
"2026-02-26 14:51:13.564","Information","Sequence 11 queued"
"2026-02-26 14:31:46.247","Information","Sequence 11 start"
"2026-02-26 14:31:45.058","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-26 14:30:00.058","Information","Sequence 11 queued"
"2026-02-26 14:25:14.320","Information","Sequence 21 queued"
"2026-02-26 14:24:34.699","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 14:24:34.699","Information","Sequence 31 start"
"2026-02-26 14:24:34.629","Information","Sequence 31 queued"
"2026-02-26 14:17:07.331","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 14:16:58.861","Generellt","Warning! High compressed air leakage"
"2026-02-26 14:16:54.732","Generellt","Alarm reset"
"2026-02-26 14:16:26.942","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 13:55:09.447","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-26 13:48:16.797","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 13:48:16.728","Information","Sequence 21 start"
"2026-02-26 13:48:16.728","Information","Sequence 21 queued"
"2026-02-26 10:51:27.360","Information","Sequence 53 emptied 8 valves in 4 minutes"
"2026-02-26 10:46:44.491","Information","Sequence 53 start"
"2026-02-26 10:46:43.301","Information","Sequence 52 emptied 2 valves in 2 minutes"
"2026-02-26 10:44:29.111","Information","Sequence 52 start"
"2026-02-26 10:44:27.921","Information","Sequence 51 emptied 7 valves in 9 minutes"
"2026-02-26 10:33:47.074","Information","Sequence 21 queued"
"2026-02-26 10:33:07.384","Information","Sequence 31 queued"
"2026-02-26 10:31:00.054","Information","Sequence 53 queued"
"2026-02-26 10:30:00.134","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 10:30:00.064","Information","Sequence 51 queued"
"2026-02-26 10:30:00.064","Information","Sequence 52 queued"
"2026-02-26 10:30:00.064","Information","Sequence 51 start"
"2026-02-26 09:14:25.831","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-26 09:07:20.094","Information","Sequence 21 queued"
"2026-02-26 09:06:38.375","Information","Sequence 31 start"
"2026-02-26 09:06:38.375","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 09:06:38.303","Information","Sequence 31 queued"
"2026-02-26 08:53:22.126","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 08:53:16.036","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 08:35:04.531","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-26 08:27:38.492","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 08:27:38.422","Information","Sequence 21 start"
"2026-02-26 08:27:38.422","Information","Sequence 21 queued"
"2026-02-26 08:27:21.624","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 08:26:38.363","Information","Change to automatic operation mode"
"2026-02-26 08:25:46.073","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 08:23:04.863","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 08:20:09.445","Information","Change to manual operation mode"
"2026-02-26 08:20:09.445","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 08:20:04.825","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 08:19:27.445","Generellt","Level error on DV 24:11"
"2026-02-26 08:17:33.695","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 08:16:50.155","Information","Change to automatic operation mode"
"2026-02-26 08:14:56.895","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 08:11:24.447","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 08:08:16.217","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 08:08:16.217","Information","Change to manual operation mode"
"2026-02-26 08:08:11.597","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 07:49:56.662","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-26 07:42:31.814","Information","Sequence 21 queued"
"2026-02-26 07:41:52.194","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 07:41:52.194","Information","Sequence 31 start"
"2026-02-26 07:41:52.124","Information","Sequence 31 queued"
"2026-02-26 06:40:27.618","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 06:40:03.677","Information","Change to automatic operation mode"
"2026-02-26 06:39:16.918","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 06:39:16.918","Information","Change to manual operation mode"
"2026-02-26 06:38:55.567","Generellt","Warning! High compressed air leakage"
"2026-02-26 06:38:51.438","Generellt","Alarm reset"
"2026-02-26 06:38:19.658","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 06:38:13.638","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-26 06:37:39.269","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-26 03:45:53.908","Information","Sequence 42 emptied 11 valves in 10 minutes"
"2026-02-26 03:30:00.091","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 03:30:00.021","Information","Sequence 42 queued"
"2026-02-26 03:30:00.021","Information","Sequence 42 start"
"2026-02-26 02:50:37.811","Information","Sequence 41 emptied 12 valves in 15 minutes"
"2026-02-26 02:30:00.075","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 02:30:00.005","Information","Sequence 41 start"
"2026-02-26 02:30:00.005","Information","Sequence 41 queued"
"2026-02-26 01:19:18.653","Information","Sequence 3 emptied 18 valves in 14 minutes"
"2026-02-26 01:00:00.087","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 01:00:00.016","Information","Sequence 3 start"
"2026-02-26 00:57:50.798","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-26 00:57:49.678","Information","Sequence 3 emptied 32 valves in 17 minutes"
"2026-02-26 00:56:03.977","Information","Sequence 3 queued"
"2026-02-26 00:35:00.133","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-26 00:35:00.062","Information","Sequence 3 queued"
"2026-02-26 00:35:00.062","Information","Sequence 3 start"
"2026-02-25 19:36:50.022","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-25 19:30:17.954","Information","Sequence 22 start"
"2026-02-25 19:30:17.954","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 19:30:17.884","Information","Sequence 22 queued"
"2026-02-25 18:50:29.912","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-02-25 18:41:47.364","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 18:41:47.294","Information","Sequence 21 queued"
"2026-02-25 18:41:47.294","Information","Sequence 21 start"
"2026-02-25 15:48:10.634","Information","Sequence 12 emptied 18 valves in 13 minutes"
"2026-02-25 15:36:48.207","Generellt","Level error on DV 28:5"
"2026-02-25 15:30:00.109","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 15:30:00.040","Information","Sequence 12 start"
"2026-02-25 15:30:00.040","Information","Sequence 12 queued"
"2026-02-25 15:09:45.124","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-25 15:07:54.805","Information","Sequence 21 start"
"2026-02-25 15:07:53.615","Information","Sequence 23 emptied 1 valves in 2 minutes"
"2026-02-25 15:00:29.255","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 15:00:29.186","Information","Sequence 23 start"
"2026-02-25 15:00:27.996","Information","Sequence 11 emptied 28 valves in 25 minutes"
"2026-02-25 14:56:43.787","Information","Sequence 11 queued"
"2026-02-25 14:38:23.742","Generellt","Level error on DV 29:20"
"2026-02-25 14:35:08.652","Information","Sequence 21 queued"
"2026-02-25 14:34:58.222","Information","Sequence 23 queued"
"2026-02-25 14:34:28.963","Information","Sequence 31 queued"
"2026-02-25 14:30:00.093","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 14:30:00.024","Information","Sequence 11 start"
"2026-02-25 14:30:00.024","Information","Sequence 11 queued"
"2026-02-25 13:13:35.531","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-25 13:07:13.543","Information","Sequence 22 start"
"2026-02-25 13:07:13.543","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 13:07:13.473","Information","Sequence 22 queued"
"2026-02-25 11:12:37.540","Generellt","Level error on DV 25:8"
"2026-02-25 11:12:36.419","Information","Sequence 21 emptied 3 valves in 3 minutes"
"2026-02-25 11:09:18.879","Information","Sequence 21 start"
"2026-02-25 11:09:17.760","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-25 11:02:47.022","Information","Sequence 21 queued"
"2026-02-25 11:02:07.050","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 11:02:07.050","Information","Sequence 31 start"
"2026-02-25 11:02:06.980","Information","Sequence 31 queued"
"2026-02-25 11:01:47.031","Generellt","Warning! High compressed air leakage"
"2026-02-25 11:01:46.961","Information","Change to automatic operation mode"
"2026-02-25 11:01:34.641","Generellt","Alarm reset"
"2026-02-25 10:57:27.402","Information","Change to manual operation mode"
"2026-02-25 10:57:27.402","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 10:48:59.274","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-25 10:48:45.064","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-25 10:42:00.187","Information","Sequence 52 emptied 2 valves in 2 minutes"
"2026-02-25 10:39:48.096","Information","Sequence 52 start"
"2026-02-25 10:39:46.976","Information","Sequence 51 emptied 3 valves in 4 minutes"
"2026-02-25 10:31:18.008","Information","Sequence 21 queued"
"2026-02-25 10:30:00.098","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 10:30:00.029","Information","Sequence 51 queued"
"2026-02-25 10:30:00.029","Information","Sequence 52 queued"
"2026-02-25 10:30:00.029","Information","Sequence 51 start"
"2026-02-25 09:29:12.274","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-25 09:22:06.396","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 09:22:06.325","Information","Sequence 21 start"
"2026-02-25 09:22:06.325","Information","Sequence 21 queued"
"2026-02-25 07:31:19.779","Generellt","COM error on DV 29:18"
"2026-02-25 07:18:08.993","Information","Sequence 21 emptied 0 valves in 0 minutes"
"2026-02-25 07:18:08.923","Kritiskt","COM error on SE 1"
"2026-02-25 07:12:53.225","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 07:12:53.155","Information","Sequence 21 start"
"2026-02-25 07:12:53.155","Information","Sequence 21 queued"
"2026-02-25 06:49:55.281","Generellt","COM error on DV 4:3"
"2026-02-25 06:31:25.715","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-25 06:31:20.815","Information","Change to automatic operation mode"
"2026-02-25 06:30:13.824","Information","Change to manual operation mode"
"2026-02-25 06:30:13.824","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 06:29:38.054","Generellt","Warning! High compressed air leakage"
"2026-02-25 06:29:33.925","Generellt","Alarm reset"
"2026-02-25 06:28:45.065","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-25 03:39:20.265","Information","Sequence 42 emptied 4 valves in 4 minutes"
"2026-02-25 03:30:00.126","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 03:30:00.056","Information","Sequence 42 start"
"2026-02-25 03:30:00.056","Information","Sequence 42 queued"
"2026-02-25 02:43:44.008","Information","Sequence 41 emptied 9 valves in 8 minutes"
"2026-02-25 02:35:23.510","Kritiskt","COM error on SE 1"
"2026-02-25 02:35:15.810","Kritiskt","COM error on AV 1"
"2026-02-25 02:30:00.111","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-25 02:30:00.040","Information","Sequence 41 queued"
"2026-02-25 02:30:00.040","Information","Sequence 41 start"
"2026-02-24 19:08:14.434","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-24 19:01:00.295","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 19:01:00.295","Information","Sequence 22 start"
"2026-02-24 19:01:00.225","Information","Sequence 22 queued"
"2026-02-24 18:50:50.458","Information","Sequence 31 emptied 2 valves in 3 minutes"
"2026-02-24 18:43:02.930","Information","Sequence 21 queued"
"2026-02-24 18:42:23.310","Information","Sequence 31 start"
"2026-02-24 18:42:23.310","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 18:42:23.240","Information","Sequence 31 queued"
"2026-02-24 18:41:44.948","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-24 18:34:26.401","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 18:34:26.401","Information","Sequence 22 start"
"2026-02-24 18:34:26.332","Information","Sequence 22 queued"
"2026-02-24 15:42:43.002","Information","Sequence 12 emptied 8 valves in 7 minutes"
"2026-02-24 15:30:00.075","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 15:30:00.004","Information","Sequence 12 queued"
"2026-02-24 15:30:00.004","Information","Sequence 12 start"
"2026-02-24 14:56:43.892","Information","Sequence 11 emptied 21 valves in 21 minutes"
"2026-02-24 14:43:20.085","Information","Sequence 21 queued"
"2026-02-24 14:42:40.397","Information","Sequence 31 queued"
"2026-02-24 14:42:22.125","Generellt","Level error on DV 22:9"
"2026-02-24 14:37:08.036","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-24 14:36:50.746","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-24 14:30:00.129","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 14:30:00.058","Information","Sequence 11 queued"
"2026-02-24 14:30:00.058","Information","Sequence 11 start"
"2026-02-24 12:11:25.775","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-24 12:04:49.997","Information","Sequence 22 start"
"2026-02-24 12:04:49.997","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 12:04:49.927","Information","Sequence 22 queued"
"2026-02-24 11:44:42.501","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-24 11:37:50.903","Information","Sequence 22 start"
"2026-02-24 11:37:50.903","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 11:37:50.833","Information","Sequence 22 queued"
"2026-02-24 10:49:16.324","Information","Sequence 52 emptied 6 valves in 5 minutes"
"2026-02-24 10:47:43.644","Generellt","Level error on DV 25:2"
"2026-02-24 10:43:11.625","Information","Sequence 52 start"
"2026-02-24 10:43:10.436","Information","Sequence 51 emptied 6 valves in 8 minutes"
"2026-02-24 10:30:00.139","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 10:30:00.068","Information","Sequence 51 queued"
"2026-02-24 10:30:00.068","Information","Sequence 52 queued"
"2026-02-24 10:30:00.068","Information","Sequence 51 start"
"2026-02-24 09:07:00.568","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-24 08:56:04.600","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-24 08:56:00.610","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-24 08:49:10.341","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-24 08:16:02.140","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-24 08:07:59.352","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 08:07:59.281","Information","Sequence 21 queued"
"2026-02-24 08:07:59.281","Information","Sequence 21 start"
"2026-02-24 07:35:48.269","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-24 07:28:13.761","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 07:28:13.691","Information","Sequence 21 queued"
"2026-02-24 07:28:13.691","Information","Sequence 21 start"
"2026-02-24 07:08:21.316","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-24 07:01:00.037","Information","Sequence 21 queued"
"2026-02-24 07:00:20.137","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 07:00:20.067","Information","Sequence 31 queued"
"2026-02-24 07:00:20.067","Information","Sequence 31 start"
"2026-02-24 06:37:24.013","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-24 06:37:09.943","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-24 03:42:34.973","Information","Sequence 42 emptied 8 valves in 7 minutes"
"2026-02-24 03:30:00.096","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 03:30:00.025","Information","Sequence 42 queued"
"2026-02-24 03:30:00.025","Information","Sequence 42 start"
"2026-02-24 02:47:27.556","Information","Sequence 41 emptied 10 valves in 12 minutes"
"2026-02-24 02:30:00.080","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-24 02:30:00.010","Information","Sequence 41 queued"
"2026-02-24 02:30:00.010","Information","Sequence 41 start"
"2026-02-23 21:45:02.647","Information","Container 1 connected"
"2026-02-23 20:49:59.289","Information","Container 1 disconnected"
"2026-02-23 17:12:07.540","Information","Sequence 12 emptied 8 valves in 7 minutes"
"2026-02-23 17:00:00.102","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 17:00:00.032","Information","Sequence 12 start"
"2026-02-23 16:30:52.490","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-23 16:30:51.371","Information","Sequence 12 emptied 10 valves in 8 minutes"
"2026-02-23 16:29:34.090","Information","Sequence 12 queued"
"2026-02-23 16:22:32.972","Information","Sequence 12 start"
"2026-02-23 16:22:31.781","Information","Sequence 22 emptied 2 valves in 1 minutes"
"2026-02-23 16:20:43.912","Information","Sequence 22 start"
"2026-02-23 16:20:42.792","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-23 16:18:01.793","Information","Sequence 21 start"
"2026-02-23 16:18:00.603","Information","Sequence 11 emptied 10 valves in 12 minutes"
"2026-02-23 16:05:10.046","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-23 16:04:42.886","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-23 16:00:00.088","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 16:00:00.016","Information","Sequence 11 start"
"2026-02-23 15:32:10.944","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-23 15:32:10.944","Generellt","Warning! High compressed air leakage"
"2026-02-23 15:32:09.824","Information","Sequence 11 emptied 31 valves in 26 minutes"
"2026-02-23 15:30:00.044","Information","Sequence 12 queued"
"2026-02-23 15:29:55.424","Information","Sequence 11 queued"
"2026-02-23 15:09:05.649","Generellt","Level error on DV 29:19"
"2026-02-23 15:06:04.909","Information","Sequence 21 queued"
"2026-02-23 15:06:04.909","Information","Sequence 22 queued"
"2026-02-23 15:05:24.940","Information","Sequence 31 queued"
"2026-02-23 15:05:04.920","Information","Change to automatic operation mode"
"2026-02-23 15:04:50.850","Generellt","Alarm reset"
"2026-02-23 14:30:00.027","Information","Sequence 11 start"
"2026-02-23 14:30:00.027","Information","Sequence 11 queued"
"2026-02-23 14:17:32.641","Generellt","Alarm reset"
"2026-02-23 14:13:31.842","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 14:13:31.842","Information","Change to manual operation mode"
"2026-02-23 13:31:05.601","Information","Sequence 21 emptied 1 valves in 4 minutes"
"2026-02-23 13:21:39.514","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 13:21:39.444","Information","Sequence 21 start"
"2026-02-23 13:21:39.444","Information","Sequence 21 queued"
"2026-02-23 13:17:58.174","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-23 13:11:05.318","Information","Sequence 22 start"
"2026-02-23 13:11:05.318","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 13:11:05.246","Information","Sequence 22 queued"
"2026-02-23 12:46:44.072","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-23 12:39:58.422","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 12:39:58.422","Information","Sequence 22 start"
"2026-02-23 12:39:58.352","Information","Sequence 22 queued"
"2026-02-23 10:43:32.450","Information","Sequence 53 emptied 3 valves in 2 minutes"
"2026-02-23 10:41:13.221","Information","Sequence 53 start"
"2026-02-23 10:41:12.101","Information","Sequence 52 emptied 2 valves in 2 minutes"
"2026-02-23 10:38:37.541","Information","Sequence 52 start"
"2026-02-23 10:38:36.351","Information","Sequence 51 emptied 4 valves in 3 minutes"
"2026-02-23 10:31:00.022","Information","Sequence 53 queued"
"2026-02-23 10:30:00.103","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 10:30:00.034","Information","Sequence 51 start"
"2026-02-23 10:30:00.034","Information","Sequence 51 queued"
"2026-02-23 10:30:00.034","Information","Sequence 52 queued"
"2026-02-23 08:40:41.059","Generellt","COM error on DV 4:4"
"2026-02-23 08:15:59.445","Generellt","COM error on DV 29:18"
"2026-02-23 07:16:21.549","Generellt","COM error on DV 4:3"
"2026-02-23 06:32:33.269","Information","Sequence 42 emptied 5 valves in 3 minutes"
"2026-02-23 06:28:46.890","Kritiskt","COM error on SE 1"
"2026-02-23 06:28:36.880","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-23 06:28:31.560","Information","Change to automatic operation mode"
"2026-02-23 06:20:35.771","Information","Change to manual operation mode"
"2026-02-23 06:20:30.242","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-23 06:20:29.262","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-23 06:20:26.252","Generellt","COM error on DV 29:19"
"2026-02-23 06:20:18.762","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 06:20:18.762","Generellt","Warning! High compressed air leakage"
"2026-02-23 06:20:18.762","Information","Sequence 42 start"
"2026-02-23 06:20:14.632","Generellt","Alarm reset"
"2026-02-23 06:18:31.242","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-23 03:30:00.061","Information","Sequence 42 queued"
"2026-02-23 02:39:25.363","Totalt stopp","Automatic operation not possible due to valve error in common pipe"
"2026-02-23 02:39:25.363","Information","Sequence 41 emptied 4 valves in 4 minutes"
"2026-02-23 02:38:05.003","Kritiskt","COM error on SE 1"
"2026-02-23 02:37:57.232","Generellt","COM error on DV 29:19"
"2026-02-23 02:30:00.115","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 02:30:00.045","Information","Sequence 41 queued"
"2026-02-23 02:30:00.045","Information","Sequence 41 start"
"2026-02-23 01:13:56.343","Information","Sequence 3 emptied 11 valves in 7 minutes"
"2026-02-23 01:01:03.055","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 01:01:02.986","Information","Sequence 3 start"
"2026-02-23 01:01:01.865","Information","Sequence 3 emptied 39 valves in 20 minutes"
"2026-02-23 00:59:22.677","Information","Sequence 3 queued"
"2026-02-23 00:35:00.101","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-23 00:35:00.032","Information","Sequence 3 start"
"2026-02-23 00:35:00.032","Information","Sequence 3 queued"
